Id,Price
1510,228897.935390625
16045,204714.72921875
2900,147708.409921875
3236,155819.124609375
1318,209052.095390625
14948,225349.135078125
7840,283665.975625
15325,180915.04703125
8700,156885.456953125
15706,200700.104921875
14449,157656.98890625
16117,177422.94375
4529,194769.645078125
11199,192101.204140625
4052,400855.10984375
821,205065.500390625
68,250506.137421875
554,105846.323828125
452,186407.300625
11394,283175.821796875
11393,163646.279453125
9535,168836.773671875
4024,190321.352265625
10069,222417.727109375
12007,162760.81734375
12368,433845.4009375
1259,352397.09328125
1124,345680.353125
3707,189269.94109375
8767,168161.8453125
1919,157381.098125
16741,160965.024765625
6664,291271.36015625
5688,367768.11046875
7799,158235.281484375
14843,297419.5446875
7532,127160.149921875
8133,156151.60984375
6264,331957.76875
4125,161224.475078125
2410,160564.332109375
13607,214100.9871875
1716,272653.50703125
1370,132268.954375
2273,361772.81484375
15298,324695.036953125
4284,256979.8925
12303,138269.715390625
7808,132848.65265625
2203,143645.719375
7237,122384.185703125
15864,149396.908125
2844,133677.868828125
5729,164952.729375
11812,376810.68671875
1779,145751.366640625
6442,136071.38578125
6160,209899.2609375
8266,196779.697734375
9903,151362.233046875
2867,132086.281640625
6998,172871.2503125
13932,182621.264453125
12587,162537.7328125
3611,243577.614765625
2646,296639.74984375
1890,160532.044921875
860,270782.99296875
14187,185860.10203125
12569,291905.139921875
1276,90969.179921875
12025,216772.953203125
4890,315124.967734375
14410,314168.34328125
10352,256123.547109375
11407,178024.8725390625
10384,170731.1709375
7622,282415.242109375
12578,167443.926484375
15820,172661.61890625
563,188337.080625
15226,165451.800625
6396,213802.2790625
6247,142425.39734375
3339,163682.79328125
10975,297739.2284375
7475,102646.120546875
11129,186837.31875
3051,242730.149921875
10232,227595.645546875
14106,185389.495546875
5502,228025.23921875
4558,68685.1753125
4181,145056.591953125
8426,132754.9409375
6611,135333.726015625
14641,138234.152109375
15539,267398.45609375
13119,121904.459296875
11716,186088.66015625
7316,239987.737578125
7791,103855.99390625
13034,276650.169375
1068,255211.83109375
4060,176794.013203125
10172,219224.24984375
2591,192279.32328125
12494,330245.01375
7828,286038.596328125
15284,178168.102734375
7947,177102.2396875
16335,219388.51140625
10234,353106.200859375
2797,259681.201328125
5341,243244.029140625
3059,268992.902734375
1559,68586.7275
15320,268112.8153125
10284,344721.07796875
4134,227351.878125
4481,213392.3253125
7222,175578.0578125
4062,218840.594375
2192,223708.13828125
9637,179603.24453125
16236,160528.818984375
4272,166735.615625
9406,287045.15375
14309,229834.1309375
1946,284595.841328125
16235,233530.075859375
7146,165923.926875
16784,220195.9275390625
349,323452.09609375
6251,168965.402578125
5128,358331.69890625
11718,182265.1821875
16721,83080.6915625
12517,199296.5840234375
15961,185968.151015625
9428,162636.30703125
14541,150299.22546875
10168,111961.3253125
11270,167953.6796875
13210,210161.396015625
11518,169920.4078125
12612,151836.50625
16352,111286.23
9935,137214.744453125
15521,243901.19890625
11482,197296.95328125
11443,167452.0596875
9459,244561.42140625
9218,182710.25671875
854,143869.834765625
5619,135209.921484375
9208,166929.14921875
4391,130417.955078125
15207,163550.340390625
7183,182940.9696875
16442,214493.68921875
7936,82561.182890625
10606,400042.17625
4979,147884.358515625
4854,277839.0609375
16476,121998.532734375
10516,154884.543125
16261,294491.845625
90,405352.0834375
5433,182059.683203125
14338,136105.60265625
13487,195949.57359375
8211,481761.92203125
170,152556.814609375
14051,96398.11640625
10686,206403.882734375
7595,301482.762265625
6777,438255.0565625
14661,176705.9121875
13991,301361.890078125
16795,170782.649765625
2740,130783.72015625
7368,321160.1540625
2413,246324.1484375
1852,483265.1325
15200,334622.51828125
8467,330401.23015625
16379,247108.4408984375
3375,179306.1234375
5945,517642.64796875
2641,186024.83265625
2837,325409.032578125
3498,217946.3334375
10876,157486.387578125
1285,208544.4775
9285,237850.82703125
4015,320371.2965625
2526,183081.262734375
7814,204299.4278125
7117,264121.235390625
12359,130443.017421875
3303,259410.1828125
13874,172416.947421875
5484,187840.586953125
15067,162721.672109375
12639,224183.6925
3388,227277.1018359375
4256,204880.1015625
15738,196343.83328125
14049,193296.933046875
15780,189633.30453125
9564,177930.82796875
11910,213590.196484375
11315,223404.03234375
1733,154423.02390625
3910,320403.830390625
7552,471865.12296875
254,193334.510078125
5222,199138.80296875
8314,236694.44171875
16743,155542.344375
10335,109742.473359375
8226,311740.695546875
12254,188375.928125
13152,220789.3346875
15020,198563.82359375
16349,235358.920078125
11924,153034.6240625
12543,186408.6415625
14114,223638.1865625
12318,261794.183046875
15383,179049.66375
6679,201970.41390625
635,156608.29890625
15993,246915.612578125
11375,203382.08453125
11216,177608.57234375
15401,224116.642578125
11301,143047.083359375
13804,258399.573203125
10839,182533.109921875
1588,316748.97296875
3596,199512.97359375
5816,168212.705546875
8099,152099.48453125
6551,214004.1359375
14075,499445.64578125
13431,214271.3340625
9481,329678.315625
5295,152746.845234375
15859,352379.062578125
10634,293892.40109375
444,231371.635
11686,250130.92734375
1213,211446.37625
13970,176315.856796875
6849,465878.013671875
9911,242957.65328125
5649,140082.187109375
7184,231717.10421875
5877,292660.94734375
1655,362449.451328125
15301,215935.83328125
12389,245779.875
5241,291472.3446875
7048,167742.350546875
10574,131416.569296875
8593,153201.0634375
4752,178326.884375
14663,179656.48578125
10994,202935.7359375
87,69613.0062109375
5132,123210.62359375
6372,412272.8165625
7411,268312.13203125
3319,241008.032578125
9355,128224.6346875
5139,254069.0712109375
56,307167.235078125
3249,157160.014765625
5047,81838.611953125
13238,314612.19390625
2190,244488.021171875
15599,176634.22359375
6542,165824.87078125
1968,174733.5890625
5630,195772.6940625
9157,283109.96046875
789,205113.046484375
1413,263971.630625
12514,221922.502109375
13459,145627.56546875
1345,214652.0408203125
4034,206162.39390625
15169,149640.31765625
6770,242585.93328125
3334,184505.899921875
12998,154878.04875
15870,228060.56046875
1871,169168.51203125
5770,146252.101484375
13196,106739.395234375
7633,209500.42546875
10699,201233.406171875
15470,199685.284453125
1903,489592.1953125
13860,188399.650703125
7649,347199.830625
11043,238934.48359375
2922,225779.4978125
7538,298496.818125
9477,118768.73984375
117,504771.89140625
1457,251020.144609375
7082,175586.11109375
3053,268221.9153125
12522,105483.003359375
5744,497204.64640625
13566,368783.62
1464,148686.78234375
3852,128285.3896875
9557,241213.634375
14719,438203.115625
13978,134446.875546875
3286,153081.365625
13019,347337.0225
1421,143514.533984375
13502,189019.4371875
14811,132934.708984375
9297,300416.459453125
7749,501636.7346875
16555,148000.3921875
14576,177737.400703125
12766,135758.70546875
4679,209160.30609375
10033,199434.033203125
11231,255833.81375
15112,161173.9028125
10617,182728.12765625
2175,172668.548828125
16502,456923.633125
10106,184408.493203125
12561,154067.762421875
15907,305425.49890625
8069,118352.758515625
8316,128881.625078125
12343,244912.77625
12092,142409.051484375
1527,167994.8765625
10010,210277.736953125
655,113064.725625
10549,153355.747265625
3248,126721.753671875
13499,338707.532109375
14959,184848.35703125
6070,155120.22140625
11360,241770.335625
12102,203621.71921875
11870,266664.50984375
3713,127624.64140625
3230,148517.780546875
7742,237278.60796875
15092,342124.0690625
8728,292525.523671875
3386,143716.93578125
9409,148215.89265625
16545,251236.6084765625
3127,165547.755859375
11344,184178.7653125
2112,231527.56
7310,197992.4178125
6313,214904.553828125
3681,384434.68484375
5114,365520.28203125
270,158532.19046875
14350,179042.59375
12223,351923.48421875
1066,153131.661796875
16116,342006.150546875
11410,491056.0890625
4088,159887.51875
5956,192715.62734375
14669,160418.430546875
13871,136752.058984375
4126,247840.412109375
12114,206333.182265625
16607,161182.477890625
4266,218051.93546875
13518,193181.470703125
11856,250934.208984375
3885,229248.16640625
8891,149305.615234375
4964,171868.4378125
7696,152754.026796875
6894,120139.43015625
9766,145710.5434375
4800,153259.21859375
2840,202883.43328125
4743,177357.75078125
13562,476699.17796875
8301,205058.579375
5405,175079.04328125
1535,161481.8615625
9073,127726.31515625
1698,343314.4503125
12262,235860.6321875
6794,182104.86671875
12701,183724.24515625
8432,180399.13703125
13540,136897.017734375
8629,148753.21390625
1440,191636.733203125
8596,204588.758125
9575,276317.098046875
14976,102915.962890625
3149,217429.551875
5157,234002.27421875
10748,177091.834375
9719,350502.47765625
6376,179275.72578125
9733,172362.31359375
4749,224718.25859375
4994,374808.6378125
538,200807.429453125
5512,130424.84484375
9778,177305.180234375
9761,123886.76953125
3174,381598.8921875
13429,183243.24765625
10467,74714.254921875
14129,198327.71890625
13608,171814.445703125
11106,136999.730078125
12048,170192.541875
1054,338066.3853125
3582,227542.477109375
1566,158572.780546875
11529,143114.933515625
11859,148042.43203125
10582,150340.834921875
14907,513063.0915625
14039,170099.252734375
10489,171160.24
3331,295755.34265625
10153,243253.80546875
5271,167888.919140625
11871,363437.668125
776,129182.526015625
3994,140852.22109375
9433,70931.4526171875
14275,138253.844296875
8030,259289.852421875
8169,257797.154453125
8053,194780.903671875
4822,252677.373515625
13197,217014.1934375
13634,233991.603125
8951,134876.042421875
12176,220250.115859375
15471,149547.24109375
14962,114478.5653125
12512,134319.352265625
8697,485125.44890625
7095,222316.0475
13639,206470.310859375
16660,176634.492890625
5848,142359.2121875
5386,184628.5696875
10880,294817.55
3954,183089.65296875
13426,265114.89609375
5966,204577.343125
16315,262851.862578125
7455,174294.775
11071,232064.987734375
14740,222037.4690625
16087,174100.656953125
8931,253215.0521875
15289,155285.7003125
16089,243518.55140625
12128,182278.3059375
4724,227879.9621875
8585,195695.43640625
7188,235043.153125
5423,149492.8790625
10488,199860.50078125
5980,233207.745390625
8376,244149.70453125
12397,120688.0521875
16496,234459.833828125
4891,222050.015390625
9710,133710.29015625
6339,167794.536484375
244,191594.78515625
5002,220082.79359375
5358,200493.67625
7636,153506.37359375
9361,314880.432890625
3601,116505.895078125
15755,156528.7821875
172,181868.78703125
3037,338032.339296875
577,212046.68671875
3607,181274.509609375
2515,113561.927265625
10413,156577.394453125
10511,230363.721796875
4637,472436.549375
12736,264325.304296875
9534,231996.93328125
11641,163083.73140625
10419,269111.200703125
15313,183599.627109375
14915,197082.199453125
12409,397656.35203125
9405,126991.159453125
14066,191186.9976953125
14108,201276.9778125
11931,230519.8453125
11464,282180.91671875
926,145706.63171875
11190,216184.94125
10260,179726.2484375
12712,214721.940546875
1234,220583.791328125
11608,102742.10765625
3776,241392.02375
4881,202193.61609375
10266,211257.000703125
3262,245238.359140625
3576,398010.1903125
16604,482757.7615625
8041,189648.211484375
10691,240019.37625
8357,193510.695859375
11661,150107.37453125
4453,238931.52625
15936,221172.4734375
8463,242803.3140625
15770,226521.022421875
466,172528.62703125
14965,89181.5146875
11227,167995.71
9894,276846.981171875
11746,198743.957890625
4118,144257.86328125
756,341339.62390625
15589,161248.87796875
109,326415.75234375
5778,232907.052734375
1731,85156.938359375
3450,149548.404453125
2961,203299.03796875
222,167920.057421875
11454,327133.9553125
7339,188700.17140625
12096,102273.661328125
14074,205061.161640625
4058,399147.603359375
6603,266395.0934375
3289,122519.47328125
16681,229863.156171875
8200,302917.751796875
3343,340685.12109375
7802,178898.43703125
2082,415106.3684375
217,255288.108984375
1720,169695.43609375
7224,229098.151640625
6176,141840.2721875
12571,257598.005234375
16666,286182.8925
8908,189785.829609375
6914,181708.48625
5428,199614.476640625
381,182488.97703125
3991,181790.203515625
16365,275913.5865625
1046,208693.868515625
391,149714.407578125
9212,338037.375625
3022,192413.303359375
9961,112684.287890625
6764,335261.575234375
7720,173243.90875
4809,232952.089921875
8877,300800.75015625
7817,176413.67671875
10614,105912.982421875
5553,235398.61609375
16488,131524.613984375
11002,157177.791640625
13592,257816.446953125
15050,246629.791875
13553,279152.91890625
9041,201000.28
5461,428638.35890625
16274,402695.3778125
2138,113146.930234375
6245,164730.6365625
8245,192159.253046875
6491,221758.490078125
13218,204486.02
13101,106582.7525
10462,146289.80578125
4079,186147.09296875
1506,407712.49859375
14107,126355.2984375
12215,267060.347109375
11576,290302.310703125
10567,197296.7078125
12713,207249.98234375
1468,447889.440859375
2549,267356.0971875
4172,240864.44609375
12380,237903.19421875
3513,91205.839609375
8165,298709.455625
1127,206896.08390625
14601,440909.6528125
15526,311340.11828125
986,322698.825625
14968,216203.7746875
9348,199305.08171875
6317,267949.4309375
7497,89555.548515625
5079,339337.1434375
528,170698.70140625
10964,146879.3440625
5812,313593.014375
11022,213716.93078125
16251,135932.078359375
5863,113061.286796875
8664,223767.7453125
5396,232665.15984375
6917,245842.827421875
12776,128484.329609375
473,248885.681953125
13333,220175.814453125
13023,188260.023125
7357,242479.02609375
10955,435688.203125
11914,384170.74421875
12535,158825.32859375
11205,182613.1565625
13209,195310.2296875
16119,274731.81984375
2174,229291.3915625
4834,204954.7046875
10151,186700.76296875
5584,207682.159375
6672,219673.10359375
12858,274598.6203125
5106,164983.402109375
8884,179070.140546875
13766,160372.67421875
12556,127431.66078125
12910,218815.614296875
6258,126167.7590625
7100,241246.67703125
1793,192464.16015625
3335,175970.0971875
12835,187880.0928125
10591,159426.93921875
15707,246172.127890625
16389,165221.409296875
7440,321097.703125
6293,174293.759921875
3937,197189.85640625
16527,197136.07671875
5102,251541.396015625
10734,347465.23484375
7986,161570.70015625
6495,88237.8484375
9571,234227.536875
5131,211173.92640625
10761,341587.739765625
143,397043.92453125
13829,173384.05890625
13662,237574.588125
1771,154694.357421875
5448,195130.560625
8594,169590.6584375
12038,305204.378671875
16471,184296.24828125
16764,149738.29796875
1282,150711.116875
15101,264190.171875
9473,138529.048359375
2324,390624.630859375
14448,235901.87125
6000,70605.7430078125
2077,132914.21890625
12960,229540.1678125
15837,207992.327734375
8805,247903.6721875
9987,241682.8834375
1580,285265.33625
11089,127411.02078125
10926,222320.13234375
12773,439951.284375
6490,261275.65078125
10858,126645.6071875
2831,119059.002890625
16326,152869.219609375
371,222687.221015625
8852,180200.784375
6713,266959.41953125
4230,190402.390703125
3639,213675.2015625
3642,192586.1140625
5149,204224.57078125
2861,195857.96515625
13300,82471.0348046875
2807,364825.855859375
5919,99587.6528125
12716,474502.526875
4271,227852.356171875
16055,263658.3790625
3747,230198.66984375
5857,266551.852421875
6884,341724.69484375
16027,308748.81546875
3512,299304.07796875
5181,181773.56671875
16732,271431.3219921875
1908,176932.6290625
12082,169679.9275
7286,136565.0153125
8216,135120.244453125
6929,323002.5653125
3950,293801.799453125
12479,173573.00125
877,127335.2978125
1366,188397.6
384,135245.650546875
5767,197760.9775
6910,150186.56390625
187,212052.492890625
10164,264400.32421875
8603,246821.72890625
15834,122395.3134375
3078,128895.368125
3479,255665.164375
6671,212436.6294921875
6078,158875.511171875
16271,126754.71125
16191,167606.65375
11544,193431.38390625
7781,197156.90921875
14918,302899.34953125
6238,215572.16953125
12989,198591.4878125
11907,187637.566953125
9696,150700.135859375
14084,366186.2059375
3895,152691.03171875
4367,183839.7525
8453,64941.5430859375
7638,342825.60359375
8373,225999.46546875
4674,186792.870234375
15787,144857.67703125
5903,285534.48203125
13679,189224.97859375
9018,359206.8990625
15823,244141.846328125
13289,150202.546484375
9896,189521.796015625
14436,189438.997421875
5547,265920.3484375
4048,408410.57625
16579,196926.995234375
8550,205874.71203125
9385,286843.9640625
5242,164518.495859375
31,224545.094921875
6144,296617.50203125
3990,208459.70734375
2523,85484.55875
12608,273225.21671875
7234,189891.1284375
15264,213191.982109375
9623,195282.164453125
3161,319925.3890625
7425,100121.85453125
13021,241247.79078125
4044,151935.567109375
15411,239132.913125
979,283289.6090625
5514,238735.1415625
4817,167752.5628125
2115,199793.3284375
10571,273623.548359375
8992,249282.09734375
15546,187941.538671875
11359,143636.51171875
11972,181597.8121875
12838,167730.68375
5948,131110.472109375
422,289013.621875
4855,160485.18015625
16197,110570.41515625
8926,449613.91609375
5703,179785.22765625
8848,217984.690078125
7039,298849.134375
3806,161873.178203125
15154,173331.95171875
13132,178852.98390625
7438,196483.808359375
4398,235745.204375
2440,191765.743515625
3751,127717.58265625
1476,176349.5659375
2264,284109.627265625
16444,170388.606484375
10704,156121.88578125
4033,140780.08734375
4508,114879.731953125
16290,243083.787109375
10387,203641.56
5457,152587.039921875
4910,276743.99671875
7451,188307.665
10732,169272.611953125
8015,118083.77484375
6148,183752.46390625
5892,245783.788125
7825,210719.9384375
6851,222528.99
6633,202831.5096875
2139,270890.323515625
10213,272845.11546875
2830,215885.74109375
13907,133952.388671875
15897,365763.886953125
8311,176808.948828125
14230,193714.169140625
3878,182077.84234375
13732,151424.140078125
12110,181288.9325
10675,367565.95265625
12946,125665.7303125
16754,210360.29984375
4394,261004.975234375
16728,173587.290546875
14378,298015.274609375
9949,170549.49234375
994,165309.84203125
13258,148610.575546875
5883,389330.25921875
6933,379393.668984375
13193,223034.9028125
13286,166214.01609375
13407,416616.03546875
7512,122955.704921875
7221,192716.7121875
14428,128994.96328125
1740,192715.933515625
3,139234.269453125
12952,228097.89046875
11537,130544.025234375
2558,136085.59703125
14081,269550.816796875
3517,242171.913125
7149,225527.466015625
15777,117801.958359375
8995,233995.129765625
826,440428.95203125
509,268725.947890625
14875,332995.70875
6591,147994.898515625
11283,105078.565859375
9897,236114.19375
14902,182100.3796875
14291,141539.19
3162,224886.604140625
4206,186546.653671875
11580,195377.815390625
2007,221968.74046875
14939,329193.66078125
13572,245517.225546875
10720,147888.67359375
4253,287064.95546875
10857,101952.084765625
6254,184491.04046875
14681,219485.10875
8080,119846.402890625
8006,167119.973359375
13135,142349.883984375
4527,221473.854453125
12688,215293.30140625
15920,117219.82671875
16786,122920.91890625
16637,177052.39359375
949,147893.28875
10696,305388.84625
605,281431.7765625
10819,199796.216171875
9490,166336.172734375
1813,199057.5991796875
15958,340193.32796875
10873,373086.81703125
14381,221942.9725
5745,140257.338515625
286,229625.490625
14799,296379.2871875
437,173875.9396875
12172,70008.1753515625
8534,134588.530625
14463,448989.91625
13672,178779.28921875
6720,218064.148125
16057,211060.097734375
2659,478747.4121875
11649,159499.035
4478,120864.984921875
555,373827.706328125
4819,251962.83671875
15188,331482.58625
16115,198832.69078125
11427,120207.752421875
15483,138199.312578125
829,183262.893359375
13576,266003.209375
13810,233612.33078125
1052,150738.90578125
10673,154454.208828125
8525,378167.114921875
13154,277724.47875
13856,154306.720234375
5125,272668.35515625
5551,216204.561015625
14262,178834.1040625
8872,142716.338359375
10341,213915.48515625
7231,165460.901328125
10950,224621.220546875
4031,144634.978203125
13852,134964.54015625
5886,278880.98
859,400082.3696875
9436,186232.05359375
13638,322481.078515625
15337,205933.2915625
5506,248812.16515625
13550,112873.5696875
12630,157241.525703125
6466,131653.112578125
3282,150908.60953125
4474,134146.681328125
138,213194.115625
15490,184251.7696875
11584,249629.180625
13309,145071.38828125
8860,356399.267578125
14037,187550.80421875
1329,235591.08859375
2198,554071.7215625
1210,327565.42578125
10076,194333.081875
6692,311384.41765625
6074,153886.536796875
13921,178955.709453125
1646,249155.99078125
11676,193092.76234375
683,109746.88703125
4839,127984.132109375
12392,149849.531484375
5206,215753.713125
9104,327871.25390625
15554,189077.333125
1590,214870.333515625
7894,346734.7584375
9286,147604.434296875
15364,335414.38203125
8260,249649.157265625
5746,124506.43703125
3357,397161.179453125
4755,178835.13671875
5896,133669.74890625
16520,201305.53015625
8880,236207.394921875
9321,213643.013125
16463,155118.754765625
4861,169070.0016796875
5687,194166.417109375
2785,319402.63734375
5571,227536.19984375
11070,471337.9615625
11577,221371.907421875
3993,167192.542421875
10908,244164.029140625
3696,209132.2971875
1755,141247.992890625
4053,201888.43140625
11954,281362.6559375
15294,175894.332265625
12452,198244.363515625
2202,144516.371875
13564,236576.96578125
5134,295998.001015625
7447,124512.253828125
5929,141119.362109375
16714,190439.7240625
13005,325393.579140625
11740,225652.2903125
3535,178750.710234375
11837,232343.52015625
7382,180545.2684375
16709,235609.813515625
5908,239311.0440625
16333,192836.836015625
14776,240727.6796875
831,176309.160546875
5944,178324.9375
1764,312703.663828125
5782,145197.520546875
7091,275740.268984375
7871,186960.08671875
10449,170627.2953125
15137,121917.777421875
2181,277918.190234375
8667,343165.62125
4207,272034.257578125
3528,212076.0596875
5611,131057.37984375
5894,209188.53671875
14255,141352.600078125
